t_history	r_history	delta_ts	ys
0,3,9,23,60	4,3,3,3,3	3,9,23,60,150	1,1,1,1,1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	1	1	1
0	1	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	1	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	3	1	1
0	1	1	1
0	3	1	1
0	3	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	1	1	1
0	3	1	1
0	1	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	1	1	0
0	3	1	0
0	1	1	0
0	3	1	1
0	1	1	0
0	3	1	0
0	3	1	0
0	3	1	1
0	3	1	1
0	3	1	1
0,1,3,6,12,1,3,3,6,8,20,43,1,5,6,11,19,19,35,3,7,7,11,18,30,1,3,5,8,12,14	3,3,3,3,1,3,3,3,2,4,3,1,3,3,3,3,2,3,1,3,3,3,3,3,1,3,3,3,3,3,3	1,3,6,12,1,3,3,6,8,20,43,1,5,6,11,19,19,35,3,7,7,11,18,30,1,3,5,8,12,14,19	1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,3,5,10,11,24,54	3,3,3,3,3,3,3,3	1,3,5,10,11,24,54,126	1,1,1,1,1,1,1,1
0,1,3,7,1,3,5,9,1,20,1,3,6,11,18,23,2,3,5,8,14,20,2,3,5,7,11,18,19,23,29,33	1,3,3,1,3,3,3,3,3,1,3,3,3,3,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3	1,3,7,1,3,5,9,1,20,1,3,6,11,18,23,2,3,5,8,14,20,2,3,5,7,11,18,19,23,29,33,43	1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,3,5,13,8,32,76	3,3,3,3,3,3,3,3	1,3,5,13,8,32,76,177	1,1,1,1,1,1,1,1
0,1,3,7,13,30,70	3,3,3,3,3,3,3	1,3,7,13,30,70,162	1,1,1,1,1,1,1
0,1,4,7,13,32,73	3,3,3,3,3,3,3	1,4,7,13,32,73,157	1,1,1,1,1,1,1
0,1,3,6,13,2,15,30,59,124,1,2,5,8,16	3,3,3,3,3,2,3,3,3,1,3,3,3,3,3	1,3,6,13,2,15,30,59,124,1,2,5,8,16,27	1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,1,3,5,10,1,3,6,1,14,30,60	1,3,3,3,1,3,3,3,3,3,3,3	1,3,5,10,1,3,6,1,14,30,60,127	1,1,1,0,1,1,1,1,1,1,1,1
0,1,3,1,3,7,14,16,29,1,3,5,11,19,20,32,50,1,1,4,7,10,14,18,1,3,5,7,1,3,5,10,14,21,2,3	1,3,1,3,3,3,2,3,1,3,3,3,3,2,3,3,1,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,1,3,3	1,3,1,3,7,14,16,29,1,3,5,11,19,20,32,50,1,1,4,7,10,14,18,1,3,5,7,1,3,5,10,14,21,2,3,5	1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
0,1,3,6,14,6,35,76	3,3,3,3,3,3,3,3	1,3,6,14,6,35,76,168	1,1,1,1,1,1,1,1
0,1,3,5,10,11,25,59	3,3,3,3,3,3,3,3	1,3,5,10,11,25,59,134	1,1,1,1,1,1,1,1
0,1,3,1,3,7,13,26,54	2,3,1,3,3,3,3,3,3	1,3,1,3,7,13,26,54,106	1,0,1,1,1,1,1,1,1
0,1,3,7,16,35,79	3,3,3,3,3,3,3	1,3,7,16,35,79,173	1,1,1,1,1,1,1
0,3,6,14,30,70	4,3,3,3,3,3	3,6,14,30,70,155	1,1,1,1,1,1
0,1,3,6,14,6,27,62	3,3,3,3,3,3,3,4	1,3,6,14,6,27,62,185	1,1,1,1,1,1,1,1
0,1,3,6,11,9,25,61	1,3,3,3,3,3,3,3	1,3,6,11,9,25,61,137	1,1,1,1,1,1,1,1
0,1,3,6,11,22,50	1,3,3,3,3,3,3	1,3,6,11,22,50,106	1,1,1,1,1,1,1
0,1,4,8,14,28,66	3,3,3,3,3,3,3	1,4,8,14,28,66,144	1,1,1,1,1,1,1
0,1,3,5,9,7,10,24,53	3,3,3,3,3,2,3,3,3	1,3,5,9,7,10,24,53,110	1,1,1,1,1,1,1,1,1
0,1,3,6,12,8,24,52	3,3,3,3,3,3,3,3	1,3,6,12,8,24,52,117	1,1,1,1,1,1,1,1
0,1,3,6,15,5,17,36,71	3,3,3,3,2,3,3,3,3	1,3,6,15,5,17,36,71,153	1,1,1,1,1,1,1,1,1
0,1,3,5,11,10,26,57	3,3,3,3,3,3,3,3	1,3,5,11,10,26,57,132	1,1,1,1,1,1,1,1
0,1,3,8,15,30,68	3,3,3,3,3,3,3	1,3,8,15,30,68,149	1,1,1,1,1,1,1
0,1,3,5,12,1,3,5,10,11,1,3,5,10,18,27,47,75	2,3,3,3,1,3,3,3,2,1,3,3,3,3,3,3,3,3	1,3,5,12,1,3,5,10,11,1,3,5,10,18,27,47,75,123	1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,3,6,14,1,2,2,4,8,13,1,4,5,8,12,15,15,1,1,3,6,7,9,13,16,24,28,33,38	1,3,3,3,1,3,2,3,3,3,1,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3	1,3,6,14,1,2,2,4,8,13,1,4,5,8,12,15,15,1,1,3,6,7,9,13,16,24,28,33,38,48	1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,3,5,9,1,3,7,1,9,18,37,72	3,3,3,3,1,3,3,2,3,3,3,3,3	1,3,5,9,1,3,7,1,9,18,37,72,138	1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,3,6,14,1,2,2,4,6,12,23,41,81	3,3,3,3,1,3,2,3,3,3,3,3,3,3	1,3,6,14,1,2,2,4,6,12,23,41,81,148	1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,3,7,1,3,5,9,1,3,5,10,16,32,52	3,3,3,1,3,3,3,1,3,3,3,3,3,3,3	1,3,7,1,3,5,9,1,3,5,10,16,32,52,95	1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
0,1,3,8,13,16,32,67	3,3,3,3,2,3,3,3	1,3,8,13,16,32,67,143	1,1,1,1,1,1,1,1
0,1,3,7,15,4,35,76	3,3,3,3,3,3,3,2	1,3,7,15,4,35,76,92	1,1,1,1,1,1,1,1
0,1,3,6,9,8,12,22,50	3,3,3,3,3,2,3,3,3	1,3,6,9,8,12,22,50,104	1,1,1,1,1,1,1,1,1
0,1,3,1,3,6,9,6,1,1,3,9,9,15,27,42,76	3,3,1,3,3,3,3,1,3,3,2,3,3,3,3,3,3	1,3,1,3,6,9,6,1,1,3,9,9,15,27,42,76,121	1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,3,3,2,6,15,37,3,8,2,3,8,3,6,12,20,34,1,2,4,6,11,20,29,42	3,3,2,1,3,3,3,1,3,1,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3	1,3,3,2,6,15,37,3,8,2,3,8,3,6,12,20,34,1,2,4,6,11,20,29,42,54	1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,3,8,19,55,163,17	3,3,3,3,3,3,1,3	1,3,8,19,55,163,17,42	1,1,1,1,1,0,1,1
0,5,15,41	4,3,3,3	5,15,41,125	1,1,1,1
0,1,4,11,2,6,18,50,131,14,2,1,3,6,5,12,27	1,3,3,1,3,3,3,3,1,1,3,3,3,2,3,3,3	1,4,11,2,6,18,50,131,14,2,1,3,6,5,12,27,51	1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
0,1,3,7,15,38	3,3,3,3,3,3	1,3,7,15,38,91	1,1,1,1,1,1
0,1,3,1,1,4,4,7,8,9,14,23,39,60,1,3,6,8,12,13,21,30	3,3,1,1,3,2,3,2,2,3,3,3,3,1,3,3,3,3,3,3,3,3	1,3,1,1,4,4,7,8,9,14,23,39,60,1,3,6,8,12,13,21,30,40	1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,3,6,9,11,21,22,43,1,3,7,10,18,35	1,3,3,2,2,3,2,3,1,3,3,3,3,3,3	1,3,6,9,11,21,22,43,1,3,7,10,18,35,66	1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,2,3,6,12,13,27,62	3,1,3,3,3,2,3,3,3	1,2,3,6,12,13,27,62,130	0,1,1,1,1,1,1,1,1
0,1,3,6,18,40	3,3,3,3,3,3	1,3,6,18,40,97	1,1,1,1,1,1
0,1,3,5,13,34,83	3,3,3,3,3,3,3	1,3,5,13,34,83,198	1,1,1,1,1,1,1
0,1,3,8,23,53	3,3,3,3,3,3	1,3,8,23,53,137	1,1,1,1,1,1
0,2,3,5,6,17,21,52	3,3,3,2,3,2,3,3	2,3,5,6,17,21,52,111	1,1,1,1,1,1,1,1
0,1,3,7,16,21,54,2,2,7,13,22,45	1,3,3,3,2,3,1,3,3,3,3,3,3	1,3,7,16,21,54,2,2,7,13,22,45,91	1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,1,3,1,3,7,15,37,1,4,4,13,26,1,3,7,13,27,49	3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3	1,1,3,1,3,7,15,37,1,4,4,13,26,1,3,7,13,27,49,89	1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,1,3,7,18,49	3,3,3,3,3,3	1,3,7,18,49,122	1,1,1,1,1,1
0,1,3,10,20,46,1,3,9,17,41	1,3,3,3,3,1,3,3,3,3,3	1,3,10,20,46,1,3,9,17,41,96	1,1,1,1,0,1,1,1,1,1,1
0,2,3,5,11,24,58,69	3,3,3,3,3,3,2,3	2,3,5,11,24,58,69,170	1,1,1,1,1,1,1,1
0,1,3,9,20,52	3,3,3,3,3,3	1,3,9,20,52,131	1,1,1,1,1,1
0,1,3,5,6,14,31,74	3,3,3,2,3,3,3,3	1,3,5,6,14,31,74,171	1,1,1,1,1,1,1,1
0,1,3,8,20,43	3,3,3,3,3,3	1,3,8,20,43,103	1,1,1,1,1,1
0,2,1,3,6,13,14,29,1,4,6,9,10,2,3,5,7,13,17,25,34,48	3,1,3,3,3,2,3,1,3,3,2,2,1,3,3,3,3,3,3,3,3,3	2,1,3,6,13,14,29,1,4,6,9,10,2,3,5,7,13,17,25,34,48,72	0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,2,4,7,19,1,3,6,15,37	3,3,3,3,1,3,3,3,3,3	2,4,7,19,1,3,6,15,37,87	1,1,1,0,1,1,1,1,1,1
0,1,3,1,3,7,12,25,26,1,3,5,14,22,53	1,3,1,3,3,3,3,2,1,3,3,3,3,4,3	1,3,1,3,7,12,25,26,1,3,5,14,22,53,108	1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,3,8,21,50,63	3,3,3,3,3,2,3	1,3,8,21,50,63,153	1,1,1,1,1,1,1
0,1,3,5,13,31,79,1,3,7,14,37	3,3,3,3,3,3,1,3,3,3,3,3	1,3,5,13,31,79,1,3,7,14,37,82	1,1,1,1,1,0,1,1,1,1,1,1
0,1,3,6,14,37	3,3,3,3,3,3	1,3,6,14,37,93	1,1,1,1,1,1
0,2,3,5,13,29,71	3,3,3,3,3,3,3	2,3,5,13,29,71,179	1,1,1,1,1,1,1
0,1,3,9,19,22,53,1,4,8,14,32	3,3,3,3,2,3,1,3,3,3,3,3	1,3,9,19,22,53,1,4,8,14,32,64	1,1,1,1,1,0,1,1,1,1,1,1
0,1,3,10,20,48,1,3,9,1,4,4,9,19,35,69,2,3,6,1,3,5,11,15,25,43,2,3	1,3,3,3,3,1,3,3,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,1,3,3	1,3,10,20,48,1,3,9,1,4,4,9,19,35,69,2,3,6,1,3,5,11,15,25,43,2,3,257	1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
0,1,3,9,21,48,1,3,10,18,36	3,3,3,3,3,1,3,3,3,3,3	1,3,9,21,48,1,3,10,18,36,85	1,1,1,1,0,1,1,1,1,1,1
0,2,1,3,2,3,7,18,31,63	1,1,3,1,3,3,3,3,3,2	2,1,3,2,3,7,18,31,63,74	0,1,0,1,1,1,1,1,1,1
0,1,3,7,17,43,50	3,3,3,3,3,2,3	1,3,7,17,43,50,121	1,1,1,1,1,1,1
0,1,1,1,3,7,8,9,18,35,69	3,3,1,3,3,2,2,3,3,3,3	1,1,1,3,7,8,9,18,35,69,138	1,0,1,1,1,1,1,1,1,1,1
0,1,3,9,25,62	3,3,3,3,3,3	1,3,9,25,62,157	1,1,1,1,1,1
0,1,4,9,17,43	3,3,3,3,3,3	1,4,9,17,43,108	1,1,1,1,1,1
0,1,1,3,6,11,15,33,69	1,1,3,3,3,2,3,3,2	1,1,3,6,11,15,33,69,87	0,1,1,1,1,1,1,1,1
0,2,3,7,16,37	3,3,3,3,3,3	2,3,7,16,37,92	1,1,1,1,1,1
0,1,5,8,24,64	3,3,3,4,3,3	1,5,8,24,64,161	1,1,1,1,1,1
0,1,1,1,3,7,18,40,2,2,6,10,21,2,3,5,11,17,32,59	3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3	1,1,1,3,7,18,40,2,2,6,10,21,2,3,5,11,17,32,59,113	1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
0,1,1,3,8,22,55	3,3,3,3,3,3,3	1,1,3,8,22,55,139	1,1,1,1,1,1,1
0,1,3,7,17,42	3,3,3,3,3,3	1,3,7,17,42,98	1,1,1,1,1,1
0,2,3,9,21,48	3,3,3,3,3,3	2,3,9,21,48,120	1,1,1,1,1,1
0,1,2,4,5,9,19,1,3,5,8,15,30,57	3,2,3,2,3,3,1,3,3,3,3,3,3,3	1,2,4,5,9,19,1,3,5,8,15,30,57,119	1,1,1,1,1,0,1,1,1,1,1,1,1,1
0,1,1,3,5,11,30,73	3,3,3,3,3,3,3,3	1,1,3,5,11,30,73,180	1,1,1,1,1,1,1,1
0,1,3,8,19,51	3,3,3,3,3,3	1,3,8,19,51,130	1,1,1,1,1,1
0,2,3,6,14,39	1,3,3,3,3,3	2,3,6,14,39,100	1,1,1,1,1,1
0,1,1,3,6,14,37	3,3,3,3,3,3,3	1,1,3,6,14,37,94	1,1,1,1,1,1,1
0,1,1,3,7,18,43	1,3,3,3,3,3,3	1,1,3,7,18,43,107	1,1,1,1,1,1,1
0,1,3,7,15,33,85	3,3,3,3,3,3,3	1,3,7,15,33,85,207	1,1,1,1,1,1,1
0,1,1,3,7,16,42	3,3,3,3,3,3,3	1,1,3,7,16,42,100	1,1,1,1,1,1,1
0,1,4,6,17,47,111,2,7,16,36	3,3,3,3,3,3,1,4,3,3,3	1,4,6,17,47,111,2,7,16,36,84	1,1,1,1,1,0,1,1,1,1,1
0,1,3,5,12,31,74	3,3,3,3,3,3,3	1,3,5,12,31,74,182	1,1,1,1,1,1,1
0,1,1,3,8,17,1,3,5,12,24,29,61	3,3,3,3,3,1,3,3,3,3,2,3,3	1,1,3,8,17,1,3,5,12,24,29,61,134	1,1,1,1,0,1,1,1,1,1,1,1,1
0,1,3,8,21,48	3,3,3,3,3,3	1,3,8,21,48,116	1,1,1,1,1,1
0,1,1,3,6,16,19,44	1,3,3,3,3,2,3,3	1,1,3,6,16,19,44,104	1,1,1,1,1,1,1,1
0,1,3,9,25,60	3,3,3,3,3,3	1,3,9,25,60,152	1,1,1,1,1,1
0,1,1,3,6,17,46	3,3,3,3,3,3,3	1,1,3,6,17,46,116	1,1,1,1,1,1,1
0,1,3,7,20,21,49	3,3,3,3,2,3,3	1,3,7,20,21,49,110	1,1,1,1,1,1,1
0,1,3,7,22,2,8,21,60	3,3,3,3,1,4,3,3,3	1,3,7,22,2,8,21,60,181	1,1,1,0,1,1,1,1,1
0,1,3,10,31,3,9,6,2,3,6,18,33,31,65	3,3,3,3,1,3,2,1,3,3,3,3,2,3,2	1,3,10,31,3,9,6,2,3,6,18,33,31,65,53	1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
0,1,3,6,13,30,63	3,3,3,3,3,3,3	1,3,6,13,30,63,138	1,1,1,1,1,1,1
0,1,3,6,9,6,1,1,2,4,6,11,19,33,62	3,3,3,3,3,1,3,2,3,3,3,3,3,3,3	1,3,6,9,6,1,1,2,4,6,11,19,33,62,116	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,1,1,3,5,10,1,3,2,4,7,9,13,18,32,2,3,5,7,11,16,21,33,40	3,1,1,3,3,3,1,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3	1,1,1,3,5,10,1,3,2,4,7,9,13,18,32,2,3,5,7,11,16,21,33,40,55	0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,3,1,3,7,8,1,16,32,56,70	3,3,1,3,3,2,3,3,3,3,2,3	1,3,1,3,7,8,1,16,32,56,70,119	1,0,1,1,1,1,1,1,1,1,1,1
0,1,3,8,13,1,1,3,7,12,26,1,3,5,13,24,43	3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3	1,3,8,13,1,1,3,7,12,26,1,3,5,13,24,43,81	1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,3,7,11,4,13,27,59	1,3,3,3,2,3,3,3,3	1,3,7,11,4,13,27,59,119	1,1,1,1,1,1,1,1,1
0,1,3,8,14,2,35,76	3,3,3,3,3,3,3,3	1,3,8,14,2,35,76,165	1,1,1,1,1,1,1,1
0,1,3,6,19,57,6,12,28	3,3,3,3,3,1,3,3,3	1,3,6,19,57,6,12,28,80	1,1,1,1,0,1,1,1,1
0,1,3,11,31,3,7,18,13,37	1,3,3,3,1,3,3,2,3,3	1,3,11,31,3,7,18,13,37,99	1,1,1,0,1,1,1,1,1,1
0	1	1	0
0	1	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0	3	1	1
0,1,1,3,11,30	3,3,3,3,3,3	1,1,3,11,30,93	1,1,1,1,1,1
0,1,5,14,10,29	3,4,3,2,3,3	1,5,14,10,29,90	1,1,1,1,1,1
0,1,1,3,6,18,42	3,3,3,3,3,3,3	1,1,3,6,18,42,107	1,1,1,1,1,1,1
0,1,2,4,7,9,21,52	3,2,3,3,2,3,3,3	1,2,4,7,9,21,52,113	1,1,1,1,1,1,1,1
0,1,1,3,5,11,12,13,32,69	3,3,3,3,3,2,2,3,3,3	1,1,3,5,11,12,13,32,69,149	1,1,1,1,1,1,1,1,1,1
0,1,1,3,6,17,38	3,3,3,3,3,3,3	1,1,3,6,17,38,99	1,1,1,1,1,1,1
0,1,4,6,17,44,55	3,3,3,3,3,2,3	1,4,6,17,44,55,132	1,1,1,1,1,1,1
0,1,3,8,18,42	3,3,3,3,3,3	1,3,8,18,42,106	1,1,1,1,1,1
0,1,1,3,4,10,26,1,3,8,17,37,40	3,3,3,2,3,3,1,3,3,3,3,2,3	1,1,3,4,10,26,1,3,8,17,37,40,78	1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,3,8,20,21,29,32,1,2,3,5,8,13,21,43	3,3,3,3,2,2,2,1,3,3,3,3,3,3,3,3	1,3,8,20,21,29,32,1,2,3,5,8,13,21,43,79	1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,2,2,3,5,10,19,24,48	3,2,2,3,3,3,2,3,3	2,2,3,5,10,19,24,48,93	1,1,1,1,1,1,1,1,1
0,1,1,3,7,18,46	1,3,3,3,3,3,3	1,1,3,7,18,46,112	1,1,1,1,1,1,1
0,1,4,9,19,46	3,3,3,3,3,3	1,4,9,19,46,114	1,1,1,1,1,1
0,1,3,8,17,46	3,3,3,3,3,3	1,3,8,17,46,123	1,1,1,1,1,1
0,1,1,1,3,6,12,23,53	1,3,1,3,3,3,3,3,3	1,1,1,3,6,12,23,53,124	1,0,1,1,1,1,1,1,1
0,1,3,5,14,38	3,3,3,3,3,3	1,3,5,14,38,93	1,1,1,1,1,1
0,1,1,3,7,17,42	3,3,3,3,3,3,3	1,1,3,7,17,42,102	1,1,1,1,1,1,1
0,1,1,3,9,21,58	3,3,3,3,3,3,3	1,1,3,9,21,58,136	1,1,1,1,1,1,1
0,1,3,9,1,3,5,11,25,58,75	3,3,3,1,3,3,3,3,3,2,3	1,3,9,1,3,5,11,25,58,75,156	1,1,0,1,1,1,1,1,1,1,1
0,1,1,3,6,14,34	3,3,3,3,3,3,3	1,1,3,6,14,34,88	1,1,1,1,1,1,1
0,1,1,3,9,20,1,3,5,9,22,49	3,1,3,3,3,1,3,3,3,3,3,3	1,1,3,9,20,1,3,5,9,22,49,108	0,1,1,1,0,1,1,1,1,1,1,1
0,1,1,3,7,17,42	1,3,3,3,3,3,3	1,1,3,7,17,42,104	1,1,1,1,1,1,1
0,1,1,3,5,11,23,63	3,3,3,3,3,3,3,3	1,1,3,5,11,23,63,156	1,1,1,1,1,1,1,1
0,1,4,6,13,33,81	3,3,3,3,3,3,3	1,4,6,13,33,81,191	1,1,1,1,1,1,1
0,3,6,17,39	3,3,3,3,3	3,6,17,39,96	1,1,1,1,1
0,1,1,3,6,18,42	3,3,3,3,3,3,3	1,1,3,6,18,42,101	1,1,1,1,1,1,1
0,1,3,7,16,20,46	3,3,3,3,2,3,3	1,3,7,16,20,46,108	1,1,1,1,1,1,1
0,1,1,3,5,10,26,62,2,2,4,7,15,32,71,1,3,5,10,16	1,1,3,3,3,3,3,1,2,3,3,3,3,3,1,3,3,3,3,3	1,1,3,5,10,26,62,2,2,4,7,15,32,71,1,3,5,10,16,31	0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
0,1,1,3,8,17,46,1,2,6,14,28,62	1,3,3,3,3,3,1,2,3,3,3,3,3	1,1,3,8,17,46,1,2,6,14,28,62,132	1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,3,9,25,1,3,7,12,29,61	3,3,3,3,1,3,3,3,3,3,3	1,3,9,25,1,3,7,12,29,61,137	1,1,1,0,1,1,1,1,1,1,1
0,2,4,8,18,42	3,3,3,3,3,3	2,4,8,18,42,110	1,1,1,1,1,1
0,1,1,3,5,10,22,58,69	3,3,3,3,3,3,3,2,3	1,1,3,5,10,22,58,69,169	1,1,1,1,1,1,1,1,1
0,1,1,1,3,6,11,26,59,1,2,4,4,9,17,30,55	3,3,1,3,3,3,3,3,1,3,3,2,3,3,3,3,3	1,1,1,3,6,11,26,59,1,2,4,4,9,17,30,55,114	1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,1,3,7,16,37	3,3,3,3,3,3,3	1,1,3,7,16,37,94	1,1,1,1,1,1,1
0,1,1,1,3,6,13,1,3,7,15,17,1,3,6,10,11,15,1,3,5,9,12,17,23,30,45	3,3,1,3,3,3,1,3,3,3,2,1,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3	1,1,1,3,6,13,1,3,7,15,17,1,3,6,10,11,15,1,3,5,9,12,17,23,30,45,59	1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,1,3,6,7,19,36,83	3,3,3,3,2,3,3,3,3	1,1,3,6,7,19,36,83,183	1,1,1,1,1,1,1,1,1
0,1,3,7,15,37,44	3,3,3,3,3,2,3	1,3,7,15,37,44,102	1,1,1,1,1,1,1
0,1,3,9,21,50	3,3,3,3,3,3	1,3,9,21,50,130	1,1,1,1,1,1
0,1,3,4,10,26,60	3,3,2,3,3,3,3	1,3,4,10,26,60,139	1,1,1,1,1,1,1
0,1,3,8,19,44	3,3,3,3,3,3	1,3,8,19,44,116	1,1,1,1,1,1
0,1,3,8,17,1,3,6,1,3,6,11,21,1,4,8,11,22,41	3,3,3,3,1,3,3,1,3,3,3,3,1,3,3,3,3,3,3	1,3,8,17,1,3,6,1,3,6,11,21,1,4,8,11,22,41,74	1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,1,4,9,10,24,59,1,4,8,1,5,10,21,44	3,3,3,2,4,3,1,3,3,1,3,3,3,3,3	1,4,9,10,24,59,1,4,8,1,5,10,21,44,86	1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
0,1,3,5,14,33,78	3,3,3,3,3,3,3	1,3,5,14,33,78,190	1,1,1,1,1,1,1
0,1,3,7,17,42	3,3,3,3,3,3	1,3,7,17,42,110	1,1,1,1,1,1
0,1,3,9,23,46	3,3,3,3,3,3	1,3,9,23,46,112	1,1,1,1,1,1
0,4,11,26,66	4,3,3,3,3	4,11,26,66,169	1,1,1,1,1
0,2,2,5,13,14,33,69	1,2,3,3,2,3,3,3	2,2,5,13,14,33,69,157	1,1,1,1,1,1,1,1
0,1,1,4,8,20,52	3,3,3,3,3,3,3	1,1,4,8,20,52,123	1,1,1,1,1,1,1
0,1,3,7,17,39	3,3,3,3,3,3	1,3,7,17,39,95	1,1,1,1,1,1
0,1,3,8,16,42,53,3,3,7,17,39	3,3,3,3,3,2,1,3,3,3,3,3	1,3,8,16,42,53,3,3,7,17,39,84	1,1,1,1,1,0,1,1,1,1,1,1
0,1,3,9,23,57,3,2,7,15,32	3,3,3,3,3,1,3,3,3,3,3	1,3,9,23,57,3,2,7,15,32,72	1,1,1,1,0,1,1,1,1,1,1
0,2,3,8,21,55	3,3,3,3,3,3	2,3,8,21,55,135	1,1,1,1,1,1
0,1,2,3,9,23,53	3,3,3,3,3,3,3	1,2,3,9,23,53,128	1,1,1,1,1,1,1
0,1,3,9,24,72	3,3,3,3,4,3	1,3,9,24,72,181	1,1,1,1,1,1
0,1,3,5,7,8,9,18,33,38,69	3,3,3,2,2,2,3,3,2,3,3	1,3,5,7,8,9,18,33,38,69,135	1,1,1,1,1,1,1,1,1,1,1
0,1,1,3,5,11,23,55,2,4,6,15,31	3,1,3,3,3,3,3,1,3,3,3,3,3	1,1,3,5,11,23,55,2,4,6,15,31,66	0,1,1,1,1,1,0,1,1,1,1,1,1
0,1,3,8,21,26,67	3,3,3,3,2,3,3	1,3,8,21,26,67,161	1,1,1,1,1,1,1
0,1,3,7,19,52	3,3,3,3,3,3	1,3,7,19,52,128	1,1,1,1,1,1
0,1,3,7,15,38	1,3,3,3,3,3	1,3,7,15,38,98	1,1,1,1,1,1
0,1,4,9,25,29,66	3,3,3,3,2,3,3	1,4,9,25,29,66,152	1,1,1,1,1,1,1
0,3,6,17,41	3,3,3,3,3	3,6,17,41,102	1,1,1,1,1
0,1,2,6,13,35,29,5,8,22,3,5,12,27	1,3,3,3,3,2,1,3,3,1,3,3,3,3	1,2,6,13,35,29,5,8,22,3,5,12,27,60	1,1,1,1,1,0,1,1,0,1,1,1,1,1
